keyword,aweme_id,user_id,location,published_at,text,post_url
建造机器人,7522041109042171174,MS4wLjABAAAARGrD8YVWFhvOuTpq9NIraGo-veGah3U_75OkTyU8R-U,,2025-07-01 17:21:17,（一）智能建造机器人，降本增效#建筑工程#智能建造,https://www.douyin.com/video/7522041109042171174
机械臂建造/施工,7618158403131432618,MS4wLjABAAAAu369pK1HLbKIZog11sPeD7p-QcKtOzDZKonqhryIuzE,,2026-03-17 17:45:26,"阳春三月，长赣高铁江西段施工现场自动化机械臂、AI""参谋""、巡检机器狗等智能设备全面投入使用，推动智慧建造提速 。#智能建造赋能长赣高铁建设 #长赣高铁",https://www.douyin.com/video/7618158403131432618
机械臂建造/施工,7618602696417103865,MS4wLjABAAAAlNy9iocpl3jR3x5mBaXpsvP8fuE1zzs4w0BLQslXZqUTHv7KKQiE0C8NDr40rRhG,,2026-03-18 22:29:30,铸造厂实拍#浇筑机械手 #助力机械臂 #助力机械手 #原创视频,https://www.douyin.com/video/7618602696417103865
机械臂建造/施工,7618172331287085236,MS4wLjABAAAA36cMWmWxRy0ZbqLJ3IZAsKW8EPNTr56ny3RW37PBO3o,,2026-03-17 18:39:28,山东全境加长臂施工，车新人猛给钱就整，牛逼不牛逼，斗容见高低，车新司机老，啥活咱都搞#建筑工程机械 #铁路桥墩施工 #基础工程 #路桥施工 #交通工程施工,https://www.douyin.com/video/7618172331287085236
机械臂建造/施工,7618130992934553779,MS4wLjABAAAAp38Ac1chAWLfFw_3BZm_d_RI23S49lPHOFqbiCK-Wgs,,2026-03-17 15:59:03,塞尔维亚项目安装展示#施工现场实拍 #记录真实生活 #工业机器人 #机械臂,https://www.douyin.com/video/7618130992934553779
机械臂建造/施工,7390829132600429851,MS4wLjABAAAA3UTTK5FvSq7Cw5GOLnUe1DbGRgzklvaX8wFbnGM0UEXy9b_OtHqbl0FabTQd_qek,,2024-07-13 07:00:00,加长机械臂 #挖掘机 #现场施工 #工程机械 #挖掘机挖土视频 #挖机,https://www.douyin.com/video/7390829132600429851
机械臂建造/施工,7618158010041143680,MS4wLjABAAAA36cMWmWxRy0ZbqLJ3IZAsKW8EPNTr56ny3RW37PBO3o,,2026-03-17 17:43:54,济南加长臂施工，车新人猛给钱就整，牛逼不牛逼斗容见高低，车新司机老，啥活咱都搞#土石方工程 #建筑工程机械 #工程机械设备 #项目土方作业 河道清淤,https://www.douyin.com/video/7618158010041143680
机械臂建造/施工,7601498527209917711,MS4wLjABAAAAgtU0_C-DubkJ29At9MYt4_-BEs_bTsV6Gxt6RLG9x7f5A9Dj3oqq4xrtVAvB9HPv,,2026-02-01 20:30:00,为了加速灯塔的翻新速度，大卫和好基友斥巨资安装了一套机械臂 #荒野庇护所 #荒野建造 #户外 #露营 #解压,https://www.douyin.com/video/7601498527209917711
机械臂建造/施工,7611746368398429483,MS4wLjABAAAASqiAVn0PkZpEFkw3qy1XFlb6_JlG1muaxnjOFYAvHcRHW7-HDZskpRpPZiKPDptA,,2026-02-28 11:03:59,机器人真能全自动干活? 网友三大疑问一次说清... 建筑机器人是噱头还是生产力？ 针对大家对家装喷刮打磨一体机器人的疑问：自动导航、6自由度机械臂、柔性适配墙面... 本期视频一次性说透！人机协作，告别返工，看智能建造如何给工地“提速”！#智慧工地 #智能建造 #建筑机器人 #打磨抛光 #腻子喷涂机,https://www.douyin.com/video/7611746368398429483
3D打印建造/施工,7615882113360317797,MS4wLjABAAAALyedMx_UwC-7sO78LML0NsdVNsG3XLsSbGr13yya1g3PbZmWGtK0IFarkRmR6y4g,,2026-03-11 14:32:15,3D打印房子到底有多快？三天就能建到屋顶,https://www.douyin.com/video/7615882113360317797
3D打印建造/施工,7175105570913946938,MS4wLjABAAAA6bLX3PZ7VjrivX_M7WqMdIkxe21sW_GVUdAZhar7fVpbd12fkXLxR25KeWExLgCr,,2022-12-16 12:16:00,3D打印建造是新施工方法吗？目前还存在那些问题#3D打印 #3d房屋设计 #施工方法 #涨知识,https://www.douyin.com/video/7175105570913946938
3D打印建造/施工,7492770628139863323,MS4wLjABAAAANj9414mRm2BT1gGQRChDHU6eZCHUehn9oeadFCATCUsyre6-VKntQZhSJSAGw4Fq,,2025-04-13 20:21:18,高效节能的3D房屋打印技术 #3d打印房屋#房屋建造#工程施工,https://www.douyin.com/video/7492770628139863323
3D打印建造/施工,7564380183068167481,MS4wLjABAAAAm_-JB0nZsVJ7Z5LjO3cv6if1SN4H5OwpHNAfJ4QXPd4,,2025-10-23 19:38:28,发明3D打印技术的人真是个天才 #男人减速带 #女人减速带 #解压 #机械之美 #科普,https://www.douyin.com/video/7564380183068167481
3D打印建造/施工,7444450264200793379,MS4wLjABAAAAQShwJhBaib1LsX-KqiGdn4s1HoWiOodZR1osfy2KEWdLPJVMevb-3YnjR_us4jq4,,2024-12-04 15:09:22,3D打印如何重塑建筑行业？ #建筑界的黑科技 #3D打印如何重塑建筑行业？ #一天建一间房 #建筑工程 #机电安装工程 @安徽弘环境装备有限公司（风阀厂家）,https://www.douyin.com/video/7444450264200793379
3D打印建造/施工,7460467088910470458,MS4wLjABAAAAvY2v1Axfid7ah7pIBi5YMohCoslaaqjShAIMwtAULEY,,2025-01-16 19:02:52,混凝土3d打印机，打印房子过程。#智能建造 #现代化机械 #3d打印 #施工工艺 #新农村建设,https://www.douyin.com/video/7460467088910470458
3D打印建造/施工,7355150821836803369,MS4wLjABAAAAzcZyyNoTvehKhy1dByCSg464PoK5zatn8vwfkR_33YzqVoYW3RVAvy_fYEMlFht7,,2024-04-07 23:41:49,用3D打印技术建的房子，缩短工期的同时还能降低成本#每天分享制作过程 #施工现场实拍 #3d打印作品 #3d打印房屋,https://www.douyin.com/video/7355150821836803369
3D打印建造/施工,7593319756917263668,MS4wLjABAAAANvTXPeEvhK_VFcLgVWFGmWK31g1tx_w0aDqCILnhA8ubmN5boD88jt8eIeGkRCxk,,2026-01-09 19:19:41,3D打印的房屋，建造速度快又结实 #3D打印 #房屋 #涨知识 #建造 #科普,https://www.douyin.com/video/7593319756917263668
无人机建造/施工,7618514962553504505,MS4wLjABAAAA9kdeNzBTQo5zH26sb22MED36NTuVhGp6yo6SbhG4CoM,,2026-03-18 16:49:03,农村盖房，路不通怎么办？看我无人机飞着建！#记录工地上的点点滴滴 #用抖音记录我的人生路 #抖出你的家乡美景 #工程人一直在路上 #农村盖房,https://www.douyin.com/video/7618514962553504505
无人机建造/施工,7618519339059238905,MS4wLjABAAAA-m3TMI0p64cqQCuJroTqDf8wCbDtZyIXMU6gFfeA6e2pHGz4N9-rpfOICSUC-YOG,,2026-03-18 17:06:02,农村盖房，路不通怎么办？看我无人机飞着建！#农村建设现场实拍 #新农村建设 #施工现场实拍 #农村盖房 #同城,https://www.douyin.com/video/7618519339059238905
无人机建造/施工,7618519656831260785,MS4wLjABAAAALoOkRDqJFyhnkf8_yhb9s8Xt4lCCbIVwYOBSGY_C0_5W73dn2ljmBfi3rmLOpBbd,,2026-03-18 17:07:16,无人机桥墩施工打样现场#无人机喷漆 #无人机喷涂 #无人机 #施工现场实拍 #基建,https://www.douyin.com/video/7618519656831260785
无人机建造/施工,7618518671372185777,MS4wLjABAAAAbWp1e1VgP_oc31JqO4sKY6RpoNIZy9vTA5h2Tc6zjs_ejFHRUxC4EewDHuS_Uotg,,2026-03-18 17:03:26,农村盖房，路不通怎么办？看我无人机飞着建！#记录施工现场 #民间实拍 #记录家乡美景 #随时随地记录身边事 #农村盖房,https://www.douyin.com/video/7618518671372185777
无人机建造/施工,7474491988608421157,MS4wLjABAAAAN4VIpnjudUus8QpwJL5IonOJcMpy38cHZvF59yt5XIA,城市建设,2025-02-23 14:09:31,老外不懂得中国基建延时摄影大片导演版来了 我们拍的不仅是工程，是写给未来的史诗。#为建设者鼓掌 #无人机航拍 #建筑施工现场 #城市建设#点亮城市之光,https://www.douyin.com/video/7474491988608421157
无人机建造/施工,7614543295302360539,MS4wLjABAAAAfVGewRl71qeMgnKlTFQcXbkohzrKuVtun28ZkbOq8Bo,,2026-03-07 23:56:57,#无人机应用 ##施工现场实拍 #吊装作业 #项目建设,https://www.douyin.com/video/7614543295302360539
无人机建造/施工,7614070435814051114,MS4wLjABAAAA3DaBnXlB_CnfSKnrfFtNk7HUlHySrNxng3iS6h-7LUo,,2026-03-06 20:00:00,杭州无人机公园运动场建成 助力低空经济发展，超大型无人机公园建成，杭州宝力创新工艺，无浇筑基础摊铺人工草坪！#低空经济 #人工草坪施工 #宝力体育 #运动场建设 #无人机,https://www.douyin.com/video/7614070435814051114
无人机建造/施工,7615222599362137395,MS4wLjABAAAAOaprgDUMP4pv3ULNavmCxGQuhX8UPTq4EE4Pp7pmpn4,,2026-03-09 19:53:14,全国首例海上风力发电设施无人机吊装任务完美结束 最困难的施工任务，最复杂的施工环境，方能打造最优秀的飞手。#无人机 #无人机吊运 #大载重无人机 #风力发电,https://www.douyin.com/video/7615222599362137395
无人塔机/塔吊,7373517376127552779,MS4wLjABAAAAG-LAUufsqXCJUrCniN5zlcS5JKaWSwjwDGk3Iw-eOcg,,2024-05-27 11:33:27,智能无人驾驶塔机来了,https://www.douyin.com/video/7373517376127552779
无人塔机/塔吊,7023894800072052008,MS4wLjABAAAAH_eKNGwrtFEXLrkjoloNYBWv2fhOo3qYhb2mEl1BMTo,,2021-10-28 07:39:10,退休之前，塔吊无人操作化,https://www.douyin.com/video/7023894800072052008
无人塔机/塔吊,7508703062765161768,MS4wLjABAAAAKKh3Y3lW2IK0GdmMDJdoXd51iQ2vInaYwC2jMowAhYdFWKBlHZzB59c-EOJv4AzI,,2025-05-26 18:46:57,智控革新，安全无忧！中建八局自主研发的无人驾驶塔吊精准作业、高效运转，助力现场建设安全、质效双提升~,https://www.douyin.com/video/7508703062765161768
无人塔机/塔吊,7563603235374632238,MS4wLjABAAAAPzfttpiX4ttITgYeZYWfTXoCiBKxpoDDAglNMoVcFi4,,2025-10-21 19:25:00,现代工业新宠！无人塔吊如何改变传统施工方式？#建筑机器人 #施工现场实拍 #建筑 #工地,https://www.douyin.com/video/7563603235374632238
无人塔机/塔吊,7502275447711976767,MS4wLjABAAAAxupGG_AUnH3YwVJGLdq0sv9URbPhpXo15TTYGXPo-Pk,,2025-05-09 11:02:29,远程操控！“无人塔吊”塔机智能集控系统首次在四川投用 来源：快科技 #无人塔吊 #智能塔吊 #远程塔吊,https://www.douyin.com/video/7502275447711976767
无人塔机/塔吊,6977591277718195463,MS4wLjABAAAAaNcVV-eSnagRzJ19zSfICbTHOfPgcvQ-cr8yA_oMHnA,,2021-06-25 12:57:55,#塔吊 智能穿戴控制，无人驾驶塔机！中天首发，惊艳亮相天津国家会展中心,https://www.douyin.com/video/6977591277718195463
无人塔机/塔吊,7485307941256547593,MS4wLjABAAAAam85i-Qq6oS7_z_zodwvI5eSBWiGH0MPnCupERkCqXeA1q9TrrWX0P80eiAunAsX,,2025-03-24 17:38:03,未来已来！广东腾晖带你探索智能塔吊的智能建造新境界！ 探索智能建造新时代，广东腾晖邀您走进智能塔机！采用先进的AI技术，实现自动化操作与监控，大幅提升工作效率与安全性。#智能塔机 #科技引领未来 #智能建造 #无人塔吊#降本增效,https://www.douyin.com/video/7485307941256547593
无人塔机/塔吊,7618412736015338786,MS4wLjABAAAAam85i-Qq6oS7_z_zodwvI5eSBWiGH0MPnCupERkCqXeA1q9TrrWX0P80eiAunAsX,,2026-03-18 10:12:29,你是不是也好奇？智能塔机究竟智能在什么地方？#智能塔机 #腾晖制造 #自动驾驶 #工地黑科技 #ai @腾晖科技,https://www.douyin.com/video/7618412736015338786
智能塔机/塔吊,7611393436977916136,MS4wLjABAAAAZy7JmSyOhSr7l_79GtL4iqKtRD3L945AIwhbynflYvcIuh0WoOsTLi37Ap5CXKC5,,2026-02-27 12:13:54,智能无人塔机，无人电梯,https://www.douyin.com/video/7611393436977916136
智能塔机/塔吊,7571394082778516742,MS4wLjABAAAAaCMelkfk2vMrJ_hlPIpsywDgrY79laaxuL8KBz5in-4,,2025-11-11 19:20:00,无人塔吊横空出世塔吊从业者的福音来袭 #工地 #建筑 #施工现场实拍 #建筑机器人 #无人塔吊,https://www.douyin.com/video/7571394082778516742
智能塔机/塔吊,7613174175360692635,MS4wLjABAAAAq2WSGOnvfKNVZ4yVwBeLv_Act-TIcdH3ComPl2dYn0g,,2026-03-04 07:24:06,塔吊已不需要司机了#智能建造#无人塔吊#建筑工程#实战培训#刘祥课堂,https://www.douyin.com/video/7613174175360692635
智能塔机/塔吊,7595467489740442886,MS4wLjABAAAAw6SV5OPwtKoE9rFoRMo49G375cfmMq2L8rum0AvKtvA,,2026-01-15 14:13:15,智能无人塔吊 手握智能无人塔吊手机控制器，穿梭在半成型的楼层里，脚手架是我的“林间栈道”，钢柱钢梁成了辨认方向的路标。这是中科大科技商学院项目的钢结构吊装环节，每一块钢材的精准就位，都关系着后续施工节奏。烈日下安全帽晒得发烫，反光背心却成了我的“铠甲”，手持控制器操作塔吊挪动时，耳边除了机械轰鸣，还有工友们的呼应。咱一线人干的就是实打实的活，看着框架一天天拔起，再累也觉得值！,https://www.douyin.com/video/7595467489740442886
智能塔机/塔吊,7519433561410833716,MS4wLjABAAAA-PmnPEMKW22UY0sQBof5ZKCcx_A20-cm-VXD1KERk75XNjhselJooQtZ_zRpH-Sd,,2025-06-24 16:42:43,#智能建造 #无人塔吊 #智能塔机,https://www.douyin.com/video/7519433561410833716
智能塔机/塔吊,7549483468728618275,MS4wLjABAAAAC0NP71lyZHa6L4btFtSO35Ag_fi15hoqGvSNPpiFGus,,2025-09-16 18:15:00,广联达智能塔吊亮相服贸会 智控高空 安全革新—广联达智能塔吊亮相服贸会，远程驾驶、主动防撞、大数据分析精准提效，超厉害 #服贸会 #广联达 #智能塔吊 #施工 #塔吊司机,https://www.douyin.com/video/7549483468728618275
智能塔机/塔吊,7488592146610572585,MS4wLjABAAAAQPxvhOjGyNuz6I1vItn698AzSqP_wJ4153ZSktGS6Y8,,2025-04-02 14:04:05,眼见为实，我去瞅瞅智能塔吊系统怎么样 #塔吊 #建筑工程 #工程必备 #建筑 #塔吊司机,https://www.douyin.com/video/7488592146610572585
智能塔机/塔吊,7527616343609314594,MS4wLjABAAAAam85i-Qq6oS7_z_zodwvI5eSBWiGH0MPnCupERkCqXeA1q9TrrWX0P80eiAunAsX,,2025-07-16 17:56:19,带你了解远程自动驾驶舱#远程驾驶 #手动微调 #无人塔吊 #智能塔机 #广东腾晖 @腾晖科技,https://www.douyin.com/video/7527616343609314594
自动化建造/施工,7486636443973012776,MS4wLjABAAAADYrzNh-XC31VgkOxIkgOIlLuhaYzxHdM_NZs78OyfiM,,2025-03-28 07:42:21,2025一建机电实务 自动化仪表线路施工 #一级建造师#一建考试#一建备考#原版教材视频,https://www.douyin.com/video/7486636443973012776
自动化建造/施工,7532416145770089787,MS4wLjABAAAA8AN8pU8KupMS0ogEXRCAP7qDDXOfpwr2W31sMOrkwAI,,2025-07-29 16:21:44,#安全生产 #工业自动化 #科技创新 #工业机器人 #施工安全,https://www.douyin.com/video/7532416145770089787
自动化建造/施工,7618794321323592970,MS4wLjABAAAAePFf03AOr2k_HKGOpIVw7DqEYs13Spqsu8dyqOp7HFyr_aMCxtgE47ibnwSQX5Wi,,2026-03-19 10:53:12,未来建造将如何“逆天”？北斗+BIM+智能建造给出答案 未来建造将如何“逆天”？北斗+BIM+智能建造给出答案#智能建造 #北斗智能建造 @天玑科技,https://www.douyin.com/video/7618794321323592970
自动化建造/施工,7577318811586563337,MS4wLjABAAAAFclTir9Spvs_g08OkLtEDdEL_4W-OY_2Tm4-zhCepoI,,2025-11-30 05:30:00,工地变机器人流水线，你的工种会被取代吗？ #工地机器人 #智能建造 #测量机器人 #八局 #三局,https://www.douyin.com/video/7577318811586563337
自动化建造/施工,7617786517931244977,MS4wLjABAAAAnIvpt-ASqOlbmCV04Z0ibLUE__ah_cIavckSL8A3Ot0GiwDHCbPm2aTS5NHgu1D4,,2026-03-16 17:42:18,能施工重塑整个行业的施工模式 #装修 #机器人施工 #涨知识,https://www.douyin.com/video/7617786517931244977
自动化建造/施工,7616684500194647291,MS4wLjABAAAAXGJ9mdHFaRqXhYVosl5amYTwD5RiOfZiyTNBAC5pc-s,,2026-03-13 18:25:55,钢筋绑扎机器人越来越牛。你们觉得如何？ #建筑工程 #科技 #机器人 #钢筋绑扎,https://www.douyin.com/video/7616684500194647291
